QRID,country,weight,Q1,Q2,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,q9_98,q9_99,Q10a,Q10b,Q10c,Q11,Q13,Q14a,Q14b,QCURRELrec,QCURRELDrec,qdenomautrec,QDENOMBEG,QDENOMDNK,qdenomfinrec,qdenomfrarec,qdenomdeurec,QDENOMIRL,qdenomitarec,qdenomnldrec,QDENOMNOR,qdenomprtrec,qdenomslorec,qdenomesprec,QDENOMSWE,qdenomcherec,qdenomgbrrec,Q15a,Q15b,Q16,Q17,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,QCHRELrec,qchdenomautrec,qchdenombegrec,QCHDENOMDNK,qchdenomfinrec,qchdenomfrarec,qchdenomdeurec,qchdenomirlrec,qchdenomitarec,qchdenomnldrec,QCHDENOMNOR,qchdenomprtrec,qchdenomslorec,qchdenomesprec,QCHDENOMSWE,qchdenomcherec,qchdenomgbrrec,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q25a,Q25b,Q26a,Q26b,Q26c,Q26d,Q27,Q29a,Q29b,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q33,Q34a,Q34b,Q34c,Q34d,Q34e,Q36a,Q36b,Q37a,Q37b,Q38a,Q38b,Q39a,Q39b,Q41,Q42a,Q42b,Q42c,Q42d,Q43,Q45a,Q45b,Q45c,Q46a,Q46b,Q46c,Q47,Q48a,Q48b,Q48c,Q49a,Q49b,Q49c,Q49d,Q49e,Q50,Q51,QPTYbAUTa,QPTYbAUTb,QPTYbAUTc,QPTYbAUTd,QPTYbBEGa,QPTYbBEGb,QPTYbBEGc,QPTYbBEGd,QPTYbBEGe,QPTYbBEGf,QPTYbDNKa,QPTYbDNKb,QPTYbDNKc,QPTYbFINa,QPTYbFINb,QPTYbFINc,QPTYbFINd,QPTYbFRAa,QPTYbFRAb,QPTYbFRAc,QPTYbFRAd,QPTYbFRAe,QPTYbDEUa,QPTYbDEUb,QPTYbDEUc,QPTYbDEUd,QPTYbDEUe,QPTYbIRLa,QPTYbIRLb,QPTYbIRLc,QPTYbIRLd,QPTYbITAa,QPTYbITAb,QPTYbITAc,QPTYbITAd,QPTYbITAe,QPTYbNLDa,QPTYbNLDb,QPTYbNLDc,QPTYbNLDd,QPTYbNORa,QPTYbNORb,QPTYbNORc,QPTYbPRTa,QPTYbPRTb,QPTYbPRTc,QPTYbSLOa,QPTYbSLOb,QPTYbSLOc,QPTYbSLOd,QPTYbESPa,QPTYbESPb,QPTYbESPc,QPTYbESPd,QPTYbSWEa,QPTYbSWEb,QPTYbSWEc,QPTYbCHEa,QPTYbCHEb,QPTYbCHEc,QPTYbCHEd,QPTYbGBRa,QPTYbGBRb,QPTYbGBRc,QPTYbGBRd,QGEN,QAGE,QMARRIED,QSPRELrec,QFERT,QHHCH,QCHILDarec,QEDUAUTrec,QEDUBEG,QEDUDNKrec,QEDUFIN,QEDUFRArec,QEDUDEUrec,QEDUIRLrec,QEDUITArec,QEDUNLDrec,QEDUNORrec,QEDUPRTrec,QEDUSLO,QEDUESPrec,QEDUSWErec,QEDUCHErec,QEDUGBRrec,Q52a,Q52b,QINCaAUT,QINCbAUT,QINCaBEG,QINCbBEG,QINCaDNK,QINCbDNK,QINCaFIN,QINCbFIN,QINCaFRA,QINCbFRA,QINCaDEU,QINCbDEU,QINCaIRL,QINCbIRL,QINCaITA,QINCbITA,QINCaNLD,QINCbNLD,QINCaNOR,QINCbNOR,QINCaPRT,QINCbPRT,QINCaSLO,QINCbSLO,QINCaESP,QINCbESP,QINCaSWE,QINCbSWE,QINCaCHE,QINCbCHE,QINCaGBR,QINCbGBR,QINCcGBR,QINCdGBR,QINCeGBR,QINCfGBR,QINCgGBR,QINCcAUT,QINCcBEG,QINCcDNK,QINCcFIN,QINCcFRA,QINCcDEU,QINCcIRL,QINCcITA,QINCcNLD,QINCcNOR,QINCcPRT,QINCcSLO,QINCcESP,QINCcSWE,QINCcCHE,QINChGBR,QINCiGBR,QINCjGBR,QINCkGBR,QIDEOLOGY,QIDEOLOGYa,QIDEOLOGYb,QPTYaAUT,QPTYaBEG,QPTYaDNK,QPTYaFIN,QPTYaFRA,QPTYaDEU,QPTYaIRL,QPTYaITA,QPTYaNLD,QPTYaNOR,QPTYaPRT,QPTYaSLO,QPTYaESP,QPTYaSWE,QPTYaCHE,QPTYaGBR,QPTYAUT,QPTYBEG,QPTYDNK,QPTYFIN,QPTYFRA,QPTYDEU,QPTYIRL,QPTYITA,QPTYNLD,QPTYNOR,QPTYPRT,QPTYSLO,QPTYESP,QPTYSWE,QPTYCHE,QPTYGBR,QCITIZEN1,QBORNrec,qbornmoverec,QBORNcrec,QBORNerec,QS11AUT,QS12AUT,QS11BEG,QS12BEG,QS12DNK,qs12finrec,QS11FRA,QS12FRA,QS11DEU,QS14DEU,QS13IRL,QS11ITA,QS12ITA,QS11NLD,QS12NLD,QS12NOR,QS11PRT,QS12PRT,QS12SLO,QS11ESP,QS12ESP,QS11SWE,QS12SWE,QS12CHE,QS11GBR,ISCED
1012341,1,2.81912180845304,1,2,2,2,2,2,2,2,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,3,2,3,1,1,4, ,1, ,2, , , , , , , , , , , , , , , ,3, ,2,1,2,1,2,2,2,2,2,2,3,3,2,2,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,1, ,1,98,1,1,5,98,98,1,2,2,2,2,2,2,5, ,2,2,2,2, ,1,3,3,3,3, , ,1,1,3,4,4,3,98,3,2,2,98,2,2,2,3,1,2,2,4,1,2,1,1,3,2,2,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,72,1,1,1, , ,2, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,5, , ,3, , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,1,1, ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,2
1012351,1,0.40548053168757564,1,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,2,3,2,1,98, ,1, ,2, , , , , , , , , , , , , , , ,4, ,3,1,2,2,2,2,2,2,3,4,3,2,4,4,2,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,3,2,3,2,3,2,1,3,2, ,2,1,1,2,5,1,1,3,2,1,1,2,2,2,6, ,3,2,2,1, ,1,2,1,2,1, , ,1,1,2,3,1,3,1,3,2,2,2,2,2,2,2,1,1,2,1,1,3,1,2,2,1,98,98,98,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,53,1,1,0, , ,8, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , ,3, , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,1,1, ,1,97,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012360,1,0.467768774566463,1,2,1,2,2,1,1,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,3,4,2,1,4, ,10, , , , , , , , , , , , , , , , , ,5, ,4,98,98,98,2,2,2,2,3,4,4,3,3,2,3,3,92, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,3,3,2, , ,2, , , , , , , , ,2,1,2,2,2,2,7, ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,3,2,1,1,1,1,1,1,4,3,2,4,2,2,4,2,1,4,3,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,53,1,1,3,1,92,8, , , , , , , , , , , , , , , ,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,99, , , , , , , , , , , , , , , ,99, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012378,1,2.795951380368892,2,2,2,2,2,2,2,2,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,3,1,4,1,1,1, ,1, ,2, , , , , , , , , , , , , , , ,1, ,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2,1,1,2, ,1,1,1,1,1,1,2,1,2,2,1,98,1,2,2, ,3,2,2,2, ,1,1,1,1,1, , ,1,1,1,3,98,2,3,2,1,98,98,1,2,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,1,1,3,1,1,4, , , , , , , , , , , , , , , ,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99, , ,99, , , , , , , , , , , , , , , ,99, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012396,1,0.5365814533428901,1,2,1,2,2,1,2,1,2,2,2,2,1,2, , , , , , , , , , ,2,1,2,2,1,3, ,1, ,2, , , , , , , , , , , , , , , ,5, ,3,1,2,2,2,2,2,1,1,2,2,3,3,2,3,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,3,2, ,2,2,2,2,7,2,1,1,2,2,2,2,2,1,6, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,1,1,1,1,1,1,1,4,3,3,3,3,4,2,1,4,4,2,4,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,31,3,1,0, , ,10, , , , , , , , , , , , , , , ,2,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,6, , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,5
1012400,1,0.2829517432420659,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,4,2,4,2,1,2, ,1, ,2, , , , , , , , , , , , , , , ,5, ,3,1,2,2,2,2,2,2,2,3,2,3,3,4,3,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,1,2,2, ,1,2,2,2,6,2,2,1,2,2,1,2,2,2,6, ,2,2,2,1, ,1,1,1,1,1, , ,1,1,2,4,3,3,4,2,1,1,1,1,1,1,4,2,4,4,4,1,3,1,4,2,1,3,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,52,7, ,0, , ,6, , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012439,1,0.3421305673163353,1,2,2,2,2,2,2,2,1,2,2,4,2,2, , , , , , , , , , ,1,2,3,3,2, ,1,91, , , , , , , , , , , , , , , , , , ,6,2, ,1,1,2,1,2,2,1,2,3,4,1,1,4,4,91, , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,1, , , , , , , , , , , , ,2,1,2,1,1,2, ,5,2, ,1,1,1,1,2,1, , ,1,1,1,1,1,4,3,4, ,3,1,1,2,2,2,2,3,5,5,1,1,1,3,1,4,2,1,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,41,1,91,2,1,91,6, , , , , , , , , , , , , , , ,1,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,2,1, ,97,97,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012443,1,1.6506694385637983,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,4, ,1, ,2, , , , , , , , , , , , , , , ,4, ,2,1,2,2,1,2,2,2,2,1,3,4,2,2,3,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,2, ,1,1,2,2,5,1,1,1,2,1,2,1,2,2,5, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,2,1,1,1,1,1,1,4,3,2,3,3,2,4,1,3,4,1,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,55,1,1,2,1,1,4, , , , , , , , , , , , , , , ,1,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012451,1,0.4186381638246338,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,2,1,4, ,1, ,2, , , , , , , , , , , , , , , ,4, ,2,1,2,1,2,2,2,1,2,1,3,3,1,1,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,2, ,2,2,2,2,5,2,2,1,1,2,1,1,2,2,4, ,2,1,2,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,2,1,1,1,1,1,1,4,2,3,2,2,3,4,1,4,4,1,2,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,45,1,1,2,1,1,7, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012466,1,1.076889325553635,2,2,2,2,1,2,2,1,2,2,1,2,1,2, , , , , , , , , , ,2,2,3,2,1,3, ,1, ,2, , , , , , , , , , , , , , , ,6, ,3,1,2,2,2,2,1,2,2,2,2,3,3,3,3,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,3,2, ,2,2,2,2,6,2,2,1,2,2,2,1,2,2,6, ,2,1,2,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,2,1,1,1,1,1,1,4,2,2,2,3,4,3,1,4,4,1,4,4,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,37,4, ,1, , ,4, , , , , , , , , , , , , , , ,2,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012476,1,2.1422055934956936,1,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,2,4,3,2, ,2,92, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,3,4,2,2,2,3,2,1,92, , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,4,4,4,4,2,1,98,98,1,98,98,4,2,2, ,3,1,4,1,2,4,1,4,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,29,7, ,1,2, ,4, , , , , , , , , , , , , , , ,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,97, , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , ,1,1, ,1,1,3,9, , , , , , , , , , , , , , , , , , , , , , , ,3
1012481,1,0.4096172554277184,1,2,2,2,2,1,2,2,2,2,2,1,1,2, , , , , , , , , , ,2,1,2,2,1,3, ,1, ,2, , , , , , , , , , , , , , , ,5, ,3,1,2,2,2,2,2,2,3,2,4,3,4,3,4,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,3,2, ,2,2,1,2,6,2,2,1,2,2,1,2,2,2,6, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,2,4,3,4,4,3,1,1,1,1,1,1,4,2,3,3,2,3,1,3,3,3,1,2,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,40,1,1,1,1,1,9, , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , ,5
1012495,1,0.23582528666814195,2,2,2,1,1,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,4,4,1,1,1, ,1, ,2, , , , , , , , , , , , , , , ,6, ,4,1,2,2,2,2,2,2,3,3,2,4,4,4,4,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,2, , ,2, , , , , , , ,2,2,1,1,2,1,1,7, ,3,2,1,1, ,1,1,1,1,1, , ,1,1,3,3,2,2,3,3,1,2,2,1,1,2,1,3,2,4,2,2,3,2,1,2,2,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,36,4, ,2, , ,8, , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,4, , ,5, , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012523,1,0.23582528666814195,1,2,2,2,2,2,2,2,2,2,2,2,1,3, , , , , , , , , , ,2,1,3,2,1,2, ,1, ,2, , , , , , , , , , , , , , , ,5, ,2,1,2,2,2,2,2,2,2,1,4,4,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,1, ,1,1,1,1,4,1,1,1,2,1,2,2,2,2,5, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,2,4,4,4,4,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,98,98,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,48,1,1,1,1,1,8, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012541,1,0.23582528666814195,1,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,3,2,1,1,3, ,1, ,2, , , , , , , , , , , , , , , ,3, ,2,1,2,2,2,2,2,2,2,3,2,3,3,2,3,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,3,2, ,2,2,2,1,5,1,1,1,2,2,2,2,1,2,5, ,2,1,2,2, ,1,1,1,1,1, , ,1,1,2,3,3,4,3,2,1,1,1,1,1,1,4,2,2,2,3,2,3,2,3,3,1,4,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,45,1,1,1,1,1,6, , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012545,1,2.1973942000277535,1,2,2,2,2,1,2,2,2,2,2,98,1,2, , , , , , , , , , ,3,2,3,98,2, ,1,99,1,92, , , , , , , , , , , , , , , ,6, ,3,1,2,1,2,2,2,2,1,2,4,4,4,4,1,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,1,2, ,2,2,1,2,98,2,2,2,2,1,2,1,1,2,7, ,98,1,1,1,1, ,1,1,1,1,1,1, , ,2,98,2,1,2,3,1,2,98,1,98,98,3,1,1,99,3,3,3,1,3,4,1,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60,2,92,0, , ,5, , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, , ,97, , , , , , , , , , , , , , , ,97, , , , , , , , , , , , , , , ,1,1, ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3
1012546,1,0.45716561720803633,1,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,3,3,1,2, ,2,1, ,2, , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,9, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,2,2, , ,2, , , , , , , ,3,2,2,1,2,2,2,7, ,3,2,1,1, ,1,2,2,2,2, , ,1,1,3,2,2,1,2,3,2,2,2,2,2,2,3,1,1,4,2,2,4,1,2,2,2,2,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,46,1,9,2,1,9,12, , , , , , , , , , , , , , , ,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , ,3, , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,5
1012549,1,1.494284636303196,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,3,3,1,3, ,1, ,2, , , , , , , , , , , , , , , ,4, ,2,1,2,2,98,2,2,2,3,3,3,2,2,2,3,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,3,2,1,2,3,2,1,3,2, ,98,2,2,2,6,2,2,3,2,2,2,2,2,2,6, ,2,2,2,1, ,1,1,1,3,1, , ,1,1,2,3,2,3,3,2,1,2,98,1,98,98,4,2,2,3,2,1,3,1,2,3,1,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,62,1,1,1, , ,4, , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, , ,2, , , , , , , , , , , , , , , ,97, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012550,1,1.9153717408585607,2,1,2,2,1,1,2,2,2,1,2,2,1,2, , , , , , , , , , ,1,1,2,2,1,4, ,1, ,2, , , , , , , , , , , , , , , ,4, ,2,1,2,2,1,1,1,2,1,2,4,3,2,2,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,1,2,1,3,2, ,2,2,1,2,4,2,2,1,2,2,2,1,1,1,4, ,2,1,2,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,1,1,1,1,1,1,1,4,3,3,3,3,4,4,1,2,4,1,4,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,42,1,1,2,1,1,4, , , , , , , , , , , , , , , ,1,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
1012558,1,0.5406626651061747,1,2,2,2,2,2,2,2,2,2,2,2,2,98, , , , , , , , , , ,3,2,3,1,1,98, ,1, ,2, , , , , , , , , , , , , , , ,5, ,3,2,2,2,2,2,2,2,3,4,4,4,3,4,4,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,1,2,2, ,98,1,98,2,6,1,1,3,2,2,2,2,2,1,6, ,3,2,2,1, ,1,2,2,2,1, , ,1,1,2,3,1,3,1,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,1,4,2,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,57,1,1,0, , ,8, , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,4, , ,2, , , , , , , , , , , , , , , ,99, , , , , , , , , , , , , , , ,1,1, ,1,97,1,2, , , , , , , , , , , , , , , , , , , , , , , ,3
1012559,1,0.4082488181987684,1,2,2,2,2,1,1,2,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,2,1,4, ,1, ,2, , , , , , , , , , , , , , , ,3, ,1,1,2,2,2,1,1,2,1,2,3,3,2,2,3,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,1, ,1,1,1,2,3,1,1,1,1,2,2,2,2,1,3, ,2,1,1,1, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,2,1,1,1,1,1,1,4,3,3,3,3,1,3,1,4,4,1,3,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,59,1,1,1, , ,7, , , , , , , , , , , , , , , ,1,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1,1, ,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , ,3
